z_spec,MAG_u,MAG_g,MAG_r,MAG_i
0.79822,23.458532,23.381342,23.142841,22.39508
1.11234,22.418364,22.513983,22.239765,22.035385
0.74122,22.048513,22.1695,21.992207,21.422794
0.41202,23.55067,23.41444,22.700264,22.25279
0.3668,23.387457,23.245062,22.543964,22.620714
0.32528,22.236584,21.507372,20.236237,19.765709
0.55661,22.08011,21.603073,20.750422,20.269266
0.44159,23.518919,23.278671,22.224459,22.163458
0.61848,24.19999,22.629787,21.247816,20.412191
1.01631,22.595366,22.351185,21.702808,21.153202
0.29431,21.902449,21.374113,20.284443,19.922085
0.21262,23.625675,22.749784,22.186745,22.116695
0.97898,23.925198,23.905975,22.905645,22.052322
0.39047,99,24.617397,22.91997,22.286688
0.71233,23.188774,22.857952,23.02781,22.339235
0.44472,99,22.5187,21.064707,20.351849
0.72804,22.915308,22.920954,22.665585,22.205833
0.65805,21.742346,21.580826,21.020973,20.460966
0.32639,22.593315,22.409323,21.859804,21.850477
0.82066,23.677225,23.965824,23.233313,22.4135
0.89897,23.211533,23.344202,22.953907,22.398901
0.72304,22.391623,22.401691,22.025291,21.229595
0.75492,25.382595,24.275755,23.293367,22.139036
0.2258,99,23.584642,22.804863,22.469997
0.27511,22.85308,21.611673,20.293018,19.873684
0.52701,21.86411,21.658285,20.90721,20.62285
0.18104,20.716572,20.358698,20.140556,20.086966
0.3571,23.513973,22.838425,22.029745,21.778147
0.89378,23.884514,23.096083,23.173056,22.616817
0.55412,23.149559,22.455912,21.33993,20.559116
0.97619,22.983864,22.714252,22.618921,22.238628
0.14579,23.123083,21.521946,20.45126,20.075956
0.80195,23.122272,23.152487,22.727879,21.851658
1.08301,23.041162,23.11403,22.793205,22.526434
1.11483,24.370234,24.201738,23.212957,22.427298
0.82802,23.196518,23.249105,22.740088,21.882874
0.34607,24.521395,22.989325,21.517145,21.06996
0.59223,21.733826,21.973461,21.922983,21.728321
0.75507,24.023483,23.650969,23.218079,22.166033
0.38309,24.322922,23.626219,22.614584,22.07554
0.27561,21.830051,21.18226,20.396065,20.175962
0.6989,23.705795,23.551289,23.364807,22.69158
0.50651,22.927885,21.80744,20.435686,19.724325
0.32603,23.744793,23.676344,22.552132,22.380167
0.72453,24.165457,24.266855,23.336336,22.081505
0.29181,23.54061,23.208118,22.488699,22.411245
0.67936,23.345734,23.286386,22.643671,22.05166
0.41914,99,25.33421,23.553164,22.578758
0.38856,24.616179,22.804531,21.302553,20.701748
0.61666,23.51441,24.920723,23.9845,22.492699
0.50146,23.24415,23.134197,23.031132,22.744864
0.41591,22.945053,22.41331,21.18496,20.822859
0.46109,22.705463,22.037817,20.838747,20.382776
0.32338,24.364662,22.494308,20.81703,20.225397
0.27797,23.631338,22.968164,22.455614,22.34933
0.95112,23.878874,23.777756,23.26393,22.556963
0.65831,22.81951,22.923426,22.700054,22.49594
0.13115,22.830517,21.70423,21.092897,20.898987
0.65795,23.66212,23.195745,22.15658,21.19037
0.32641,24.250988,23.841658,22.835968,22.745722
0.64354,23.369448,23.718302,23.277819,22.591045
0.61795,22.331848,22.093058,21.615656,21.2287
0.22204,22.7396,22.103962,21.555166,21.260447
0.56488,23.554094,23.269886,22.760702,22.68268
0.97707,23.345951,22.960835,22.754408,22.20241
0.55541,99,25.083174,23.4897,22.109047
0.3405,22.489729,20.568686,18.93727,18.31668
0.72468,24.150719,23.500025,22.874666,22.40321
0.69289,23.531406,23.373137,23.18495,22.460684
0.9631,24.130476,24.271505,23.33292,22.632551
0.19016,20.987896,19.409716,18.228111,17.763727
0.94977,23.035679,23.447206,23.132809,22.74902
0.69701,23.031788,22.57092,22.012938,21.239183
0.69539,24.195925,23.265644,22.872028,21.977001
0.88657,23.989649,23.696724,22.763077,21.919325
0.44053,22.490826,22.438324,21.80894,21.684679
0.32581,99,23.508179,22.20365,21.720165
0.18007,22.569496,21.384003,20.556555,20.182196
0.18231,23.125772,22.61568,22.329754,22.097162
0.55439,23.893284,23.741226,22.525913,21.804466
0.34628,22.710215,21.699217,20.439308,19.959167
0.52877,22.236034,22.309092,21.785112,21.482533
0.32717,23.80745,22.796188,21.870533,21.565886
0.60684,22.463072,22.444963,22.300137,22.191952
0.45537,24.108501,23.384167,22.042217,21.533276
1.02325,22.903765,22.92216,22.840872,22.652748
0.50287,24.767473,24.12651,23.015762,22.447823
0.89821,23.411222,23.241873,23.123545,22.732718
0.72605,21.776361,21.62535,21.379082,20.825459
0.41225,23.006908,23.00686,22.279566,22.137293
0.66242,23.646803,23.07719,22.443539,21.665895
0.25193,22.15331,21.65562,21.242907,21.2357
0.90334,99,24.034704,23.511106,22.171196
0.37119,21.806385,21.071114,19.984497,19.629004
0.15409,23.806446,22.344786,21.508926,21.209578
0.90336,24.580032,23.770853,23.505077,22.547623
0.5249,22.17288,21.708162,20.934376,20.629557
0.7576,24.069294,23.465714,22.92468,21.82284
0.41335,99,24.208874,22.969717,22.565577
0.79558,23.474495,23.231955,23.294165,22.54834
0.32581,23.59714,23.311516,22.647982,22.448317
0.56428,23.30767,23.464912,22.917107,22.572039
0.79863,24.91188,24.082457,22.985271,21.637623
0.91457,23.506687,23.189062,22.776752,21.738792
0.92333,24.305649,24.109468,23.14878,21.888735
0.32595,23.346554,23.011297,22.636976,22.553097
0.91414,23.512398,23.306805,23.23134,22.23749
0.32595,23.22706,22.563946,21.706886,21.38858
0.67338,24.675928,23.82652,23.00027,22.039473
0.56643,23.036749,23.157087,22.767008,22.576557
0.55594,24.056416,23.218243,22.644226,22.131933
0.56381,24.259422,23.385584,22.879921,22.14712
0.58165,23.861029,22.703543,21.577171,20.805054
1.37814,24.092617,23.661924,23.454834,22.584846
0.53024,23.504337,22.903284,22.193193,21.914574
0.52865,99,24.32288,23.104595,22.58222
0.65942,23.26832,23.02727,21.942568,21.103737
0.3455,23.62864,22.21358,20.73346,20.207523
1.01423,23.745552,23.534195,23.193344,22.663517
0.49432,21.637474,21.344986,20.515026,20.34263
0.09081,18.980734,17.856485,17.237148,16.978754
0.74767,24.049288,23.845438,23.045334,22.167353
0.78035,23.433754,23.558027,23.05126,22.276943
0.69235,23.136274,22.88692,22.602455,21.864586
0.29335,21.244123,20.835026,20.207304,20.019201
0.63555,23.359303,23.000319,22.826225,22.683708
0.78013,24.834305,24.099676,23.469072,22.26949
0.36752,22.778128,22.508282,21.924751,21.865332
0.48595,21.264927,21.146833,20.449556,20.320147
0.3544,23.495956,23.036371,22.026907,21.722952
0.3058,22.697306,21.842293,20.806807,20.451162
1.14914,23.078522,22.938461,22.473848,22.20737
0.58008,23.295692,23.000599,22.05387,21.217907
1.27625,22.554316,22.528727,22.533325,22.684591
1.14886,23.028551,22.749905,22.408352,21.972452
0.72774,24.16975,23.773127,23.152967,22.180021
0.82141,23.672277,23.227896,22.852959,22.009731
0.71498,22.584091,22.665602,22.31567,21.653236
0.72474,23.46335,23.529003,23.273746,22.18047
1.22388,23.035347,23.45343,22.929821,22.40193
0.38076,99,22.266087,20.694508,20.1141
1.08767,24.054918,23.887367,23.545446,22.678762
0.60774,22.99976,22.895748,22.241833,21.770292
0.15954,21.069838,20.175793,19.6898,19.486244
0.45337,99,23.489304,22.420662,21.969164
0.44636,23.483358,23.023384,22.416607,22.292908
0.38316,22.894747,22.865961,22.383106,22.315367
0.35851,22.418486,22.529999,21.88288,21.497162
0.25906,21.933022,21.288736,20.687338,20.549706
0.18228,20.226679,19.681217,19.38305,19.294725
0.32523,22.591442,20.628904,18.932592,18.328217
0.27644,99,24.048368,23.295816,22.710335
0.93654,22.888351,22.745604,22.702885,22.334188
0.36584,23.34745,22.639837,21.80798,21.4872
0.35309,22.785852,22.660707,22.112003,22.02055
0.5733,24.616888,23.94431,23.2484,22.660097
0.47035,22.596983,22.43622,21.607021,21.419182
0.79548,25.161373,24.301432,23.569849,22.548962
1.21037,23.107796,23.15794,22.802814,22.748255
0.20749,23.606066,23.035818,22.654366,22.589937
0.69232,24.02933,23.80346,23.415543,22.38432
0.78813,24.185022,24.043173,23.44277,22.361229
0.65856,23.597742,22.81502,21.940948,21.051224
0.95116,23.130148,23.227724,23.017925,22.664946
0.75627,24.207542,24.090883,23.524618,22.395699
0.29142,24.56207,23.53838,22.370237,21.934095
0.6888,22.67551,22.791311,22.855047,22.429077
1.02956,23.33034,23.191883,23.041265,22.681664
0.71736,23.478952,23.411821,23.086357,22.649368
0.146,20.694025,19.82723,19.319351,19.113518
0.34567,99,23.229404,21.490208,20.72894
0.32503,24.05827,22.946411,21.45878,20.848671
1.06628,23.142624,22.765657,22.259872,22.11137
0.91566,22.953712,22.955791,23.087936,22.557997
0.07382,24.216356,23.511131,23.084433,22.618896
0.65966,23.570177,23.41607,23.017052,22.313778
0.24289,21.796545,20.906033,20.033813,19.60785
0.88692,22.40247,22.441292,22.445574,22.388119
1.1437,21.681879,21.80723,21.829525,21.759413
1.12782,23.115948,23.099215,23.090029,22.71146
0.82204,99,24.367659,23.28905,21.991055
0.79761,22.425135,22.290627,22.247637,21.883617
0.61633,22.66642,22.134104,21.547318,21.034876
0.17684,22.164429,21.456366,20.991638,20.91764
0.61911,23.289263,23.7223,22.867434,21.738863
0.69652,23.518265,23.325754,22.720299,21.830305
0.7249,23.414888,22.588388,21.928879,20.878765
0.53646,23.437098,23.200195,22.715796,22.542038
0.38474,22.281734,22.296694,21.917841,21.947144
0.64955,25.027552,24.00058,22.909534,21.90584
0.49183,23.041473,23.129898,22.437534,22.288595
0.24453,23.29948,22.358765,21.521534,21.225935
0.75497,23.630892,23.455345,23.257093,22.557657
0.74848,24.67076,23.95424,23.211653,21.983
0.1008,23.679985,22.967272,22.827736,22.560799
0.95533,23.288074,22.96677,22.326279,21.47381
0.77534,23.112432,23.060871,23.235575,22.40759
0.72475,23.63516,23.10598,22.299316,21.383995
0.35391,23.01011,22.934952,22.392454,22.500822
1.14898,24.011726,23.2399,22.879322,22.307083
0.55497,24.307907,23.445835,22.378183,21.523651
0.32523,23.300077,23.256346,22.74817,22.694891
0.7254,24.675144,23.816956,22.676058,21.467396
0.28705,23.729239,23.318903,22.328266,21.970331
0.97921,24.689339,23.885202,23.418411,22.735487
0.36357,22.386553,22.1795,21.44384,21.344835
0.49068,22.895237,22.770569,21.901455,21.642553
0.32511,22.382214,22.060127,21.322495,21.074705
0.53539,23.611158,22.873268,22.528677,22.488583
0.56807,99,24.318863,23.12848,22.606276
0.14824,22.908377,21.54255,20.554752,20.152357
0.13151,22.6216,21.267485,20.558193,20.272844
0.38264,22.620443,22.078075,21.232973,21.031567
1.00695,23.645199,23.301594,22.993637,22.715181
0.32562,22.266338,21.919588,21.280798,21.11475
0.22587,23.180416,22.828114,22.535648,22.538378
0.5788,23.433146,23.123554,22.430695,21.846802
0.3236,22.520256,21.772663,20.53138,20.106274
0.38634,22.028105,21.907984,21.223797,21.132776
0.56497,23.046484,22.976702,22.745823,22.510427
0.65859,24.657637,24.209747,23.411114,22.322908
0.61778,24.912342,24.1025,23.375542,22.540785
0.72818,24.223646,23.709354,22.995615,22.258549
0.21435,21.927937,20.258667,19.004652,18.546339
0.36643,22.79222,22.788052,21.966715,21.833683
1.1255,22.42145,22.432213,21.754896,21.5284
0.69211,22.833612,22.851389,22.278187,21.725595
0.67996,24.548395,23.917068,23.124249,22.193628
0.8813,24.376768,24.149042,23.526812,22.093285
1.07717,23.804684,23.381983,23.184132,22.499506
0.31096,24.521204,23.396305,21.992859,21.433628
0.13174,22.899176,22.241901,22.067673,21.94825
0.50645,23.360485,22.58319,21.593693,21.253542
0.78946,99,24.987211,23.388914,22.06876
0.32613,22.608847,22.524763,22.049635,22.175936
0.49068,22.934053,22.553757,21.677132,21.320295
0.35712,23.578526,22.530281,21.01429,20.511942
0.91857,23.27475,23.317783,23.02968,22.238636
0.28166,23.283957,20.766163,19.33405,18.74588
1.35697,23.746994,23.408281,23.076735,22.60537
0.72827,22.6615,21.952663,21.621014,21.378515
0.21385,23.89386,22.992329,22.602438,22.393261
0.76698,24.340607,24.425694,23.448536,22.27923
0.72588,23.82529,22.956617,22.098259,21.075317
0.32452,22.784927,21.557316,20.089655,19.522833
0.88518,99,24.301462,23.859941,22.698973
0.38293,22.274984,22.080254,21.438747,21.294466
0.58772,25.07306,22.827747,21.283289,20.466816
0.76676,22.617258,22.647095,22.500134,21.699171
0.5569,23.542133,22.863607,21.772966,21.24197
0.21,22.585096,22.451984,22.406528,22.402424
0.79562,23.2975,23.429379,23.332703,22.735924
0.97426,22.888388,22.948711,23.108114,22.742071
0.22542,23.772282,22.909666,21.87349,21.359253
0.18229,21.68883,21.051857,20.670044,20.480337
0.96876,23.5984,23.33388,23.226679,22.588713
0.68336,21.639347,21.751064,21.735153,21.40367
0.32569,22.180086,21.787073,20.877247,20.553158
0.32459,23.084045,23.174925,22.853157,22.597971
0.13163,21.536615,21.201897,21.175362,21.104269
0.71863,24.6015,23.979025,23.19623,22.298515
0.47436,23.423035,22.964962,21.83115,21.478777
0.6083,22.443867,22.414028,22.2787,22.291265
0.85145,99,23.854336,22.009565,20.9665
0.10168,22.994287,22.341694,22.10954,22.08935
0.31612,24.205473,23.61163,22.901403,22.471636
0.28673,23.577742,22.706472,21.899395,21.573143
0.1826,21.48327,19.799822,18.6296,18.200554
0.7152,22.240232,21.948832,21.49964,20.84599
0.72477,21.51513,21.425879,21.20755,20.694374
0.63676,20.667847,20.665499,20.452871,20.170696
0.32568,24.861965,23.58929,22.175035,21.650227
0.13151,22.000294,21.423098,21.186924,21.109238
0.69358,23.17779,23.32086,23.054338,22.54776
0.32514,22.240664,21.847603,21.047262,20.792675
1.14971,22.864586,22.365236,21.906322,21.377878
0.50707,22.459583,22.12317,21.28271,21.010475
0.5569,23.546148,22.858767,22.366549,22.060293
0.245,23.011341,22.397747,21.70452,21.37075
0.45073,25.048954,24.238398,23.290525,22.734207
0.71559,23.205914,23.458393,22.800604,22.414188
0.95741,23.691181,23.505184,23.007792,21.999102
0.21281,21.118855,20.608168,20.22918,20.15073
1.3057,23.839214,23.682594,23.40442,22.733442
0.76957,23.164875,23.216583,23.036633,22.24486
0.90327,23.96937,23.59234,23.377554,22.692438
0.32568,22.976831,22.40368,21.453419,21.245903
0.66671,23.247282,23.235798,22.749985,22.112959
0.8858,21.238571,21.355076,21.33518,20.770748
0.61545,25.12405,24.122738,23.18182,22.200361
0.64668,23.572199,24.506636,23.325575,22.152245
0.36005,22.259634,22.101973,21.503288,21.38132
0.35544,23.362427,23.262886,22.57548,22.302916
0.64938,24.927568,23.764435,23.010893,22.116743
0.67279,24.261536,23.263973,22.48664,21.679277
0.07415,21.946198,21.06563,20.71905,20.562151
1.1556,22.72972,22.828388,22.374388,22.13452
0.98255,23.064402,23.071686,22.930925,22.353483
0.49158,25.216845,23.961077,22.563435,21.911728
0.68054,24.691504,23.994698,23.181181,22.21555
0.26394,24.369305,23.31475,22.634556,22.503248
0.27341,24.403744,23.503992,22.836266,22.58994
0.61853,24.009987,23.516466,22.796371,22.175472
0.725,22.86159,22.625076,22.244276,21.44231
0.18325,23.88821,22.340801,21.262669,20.850283
0.19712,22.344942,22.02628,21.809977,21.814198
0.31924,99,23.942032,23.025782,22.551788
0.2763,21.647503,20.993853,20.2286,19.979822
0.74919,22.196827,22.393578,22.356821,22.075348
1.01341,22.776573,22.741568,22.930904,22.436625
0.8934,23.813747,23.28455,22.8985,22.255081
0.44337,23.905567,23.564543,22.460913,22.126726
1.00715,24.50289,23.41998,22.963743,22.377197
1.03537,23.364517,23.263823,23.157436,22.614481
0.29444,23.81273,23.334234,22.638762,22.483322
0.95474,24.721016,24.16455,24.453733,22.533236
0.70974,24.861832,23.504581,23.001577,22.02493
0.80069,22.757956,22.890898,22.9307,21.97978
0.68514,21.114044,21.159752,21.045599,20.594265
0.46618,22.610682,22.555914,22.002321,21.865707
0.41243,22.619345,22.00773,20.796734,20.36926
1.25464,23.657093,23.325556,23.224861,22.554037
0.32713,22.944046,22.671934,22.112865,21.986284
0.75186,23.355186,23.932217,23.319925,22.373646
0.71007,24.966936,23.936888,23.74136,22.625057
0.07382,22.020132,21.183363,20.951532,20.770947
0.62683,24.675697,23.889627,22.948103,22.236137
0.66188,23.350056,22.737633,22.051844,21.364481
0.18189,22.229822,21.823122,21.541351,21.461641
0.56677,22.805408,22.87758,22.604626,22.507095
0.68096,23.107033,23.05477,22.912186,22.691854
0.79766,21.909058,21.596544,20.885906,19.846937
0.98097,24.937696,23.782389,23.467613,22.395758
0.14605,20.724358,19.019281,17.993584,17.5998
0.12802,21.987064,21.473434,21.365688,21.20729
0.68358,24.214157,23.503649,22.797562,22.103651
0.19088,24.2286,22.66332,21.841213,21.47952
0.18736,22.085943,21.49008,21.210476,21.154135
0.61972,24.252228,24.177319,23.399313,22.535585
0.30115,23.781506,22.657883,21.497236,21.073353
0.7977,23.158478,23.249651,22.266151,21.101173
0.62857,24.667698,24.307753,23.272448,22.676992
0.75806,22.825846,22.487667,21.926136,21.028511
0.82982,25.196104,24.5665,23.865326,22.708218
0.86961,23.636843,23.758806,23.71754,22.625408
0.72475,23.854624,23.640305,22.841467,21.966015
0.68514,99,24.653288,23.391266,22.060738
0.71059,22.683138,22.313433,21.67693,20.848612
0.3122,23.112173,22.434021,21.264835,20.863085
0.41403,22.040602,21.80024,21.15864,21.063826
0.1795,22.629059,22.148058,21.819016,21.710253
0.68718,23.576355,22.095121,21.741343,20.858673
0.80827,99,24.304312,24.00324,22.684322
1.0495,23.210857,23.529068,23.004683,22.543386
0.64617,22.541124,22.520535,22.068422,21.570757
0.37525,22.949934,23.45938,22.82204,22.713871
0.80436,24.112629,23.457539,23.082443,22.331102
0.85179,22.925873,23.049944,22.682478,22.66173
0.46279,21.175379,21.080534,20.474903,20.256914
0.57174,23.436295,22.937078,22.524698,22.418177
0.5655,24.154066,23.476685,22.74369,22.419952
0.61579,23.300924,23.224041,22.479986,21.975565
0.18117,23.089012,22.832855,22.560583,22.578213
0.07411,23.263084,21.566616,20.82089,20.530014
0.68725,23.676327,23.646898,23.087284,22.460627
0.96169,23.656355,23.95349,23.786598,22.722
0.41423,22.04978,21.801697,20.823498,20.642075
0.65791,23.438322,23.315401,22.846384,22.316221
1.3783,23.11529,23.568657,23.361265,21.991323
0.42071,22.738585,23.01655,22.439184,22.039078
0.47311,23.063086,23.14844,22.625786,22.37613
0.35603,23.797632,21.943237,20.414865,19.823708
0.6279,25.285488,24.945194,23.413986,22.622313
0.34043,22.08142,21.575848,20.840588,20.751225
0.57873,24.754154,23.664934,22.623087,22.122532
0.3718,23.115488,22.077028,20.706194,20.178305
0.87004,23.23419,23.283527,23.165493,22.715437
0.61971,23.081024,22.971098,22.17856,21.474016
0.17786,23.538998,22.596584,22.033733,21.898853
0.27625,23.076485,22.884468,22.56048,22.460772
0.85113,23.061281,23.17304,23.099684,22.552645
0.55766,24.605679,23.535969,22.244747,21.356686
0.97482,23.378658,24.023657,23.555532,22.622828
0.49333,22.678612,22.296926,21.44155,21.120966
0.93303,23.260746,23.032312,22.54661,21.937668
0.2129,23.013681,22.593832,21.86923,21.751299
0.68719,99,24.088104,22.411762,21.191265
0.5087,23.7087,23.098997,22.087118,21.578274
0.18378,21.159454,20.169346,19.381453,18.993193
0.68717,24.262428,23.454506,22.621252,21.90031
1.01661,24.95903,24.453207,23.490404,22.644268
0.64651,23.870403,23.690432,22.526165,22.354252
0.0738,21.425175,20.412348,20.010996,19.808395
0.92054,99,24.314648,23.568264,22.524431
0.55771,25.407969,24.010496,23.089167,22.539291
0.92473,23.185005,22.864685,22.32079,21.478247
0.71067,22.556314,22.627783,22.675852,22.35521
0.41269,22.682823,22.174725,21.220922,20.962757
0.56667,25.118557,24.892454,23.560482,22.718306
0.43943,23.153202,22.900696,22.531776,22.370516
0.69516,21.81124,22.007584,21.876741,21.425129
0.72919,21.733189,21.783625,21.737907,21.531847
1.01008,22.979723,23.3057,22.68656,22.49276
0.9019,25.101336,24.813908,24.300013,22.715864
0.22532,23.415913,22.664276,21.845797,21.605402
0.1247,25.025019,23.504223,22.886028,22.443794
0.41375,24.516376,22.722256,21.122316,20.576445
0.09957,22.540277,21.599892,21.127918,21.044287
0.52095,22.500246,22.17154,21.808676,21.554508
0.63446,23.44642,23.440884,22.707708,22.07864
0.89822,23.533249,23.357706,22.800653,22.214272
0.19071,19.690365,18.648348,17.790724,17.444565
0.66107,23.131683,23.33254,22.77735,22.054321
0.68583,24.43569,23.365582,22.813517,22.231346
0.96013,23.661976,23.439219,22.79653,22.51571
0.72466,21.920137,21.962408,21.707966,21.145323
0.67952,22.977316,23.32107,23.193209,22.457273
0.98419,24.463125,23.969513,23.27286,22.487099
1.14769,23.610867,23.454918,22.792515,22.324425
0.07379,23.109291,22.3093,22.04298,21.741451
0.7182,22.410973,22.171291,21.424677,20.584408
0.79729,23.24342,23.258005,22.88276,22.040062
0.6856,99,25.058228,23.699429,22.387844
0.17814,22.206375,21.775322,21.546892,21.465181
0.38779,22.331568,21.95156,21.157566,20.99722
0.92053,22.827236,22.871248,22.737396,21.948124
0.21356,21.462114,20.945822,20.493439,20.392864
0.66238,24.990063,24.025608,22.928434,22.10693
0.50613,23.538511,23.261084,22.276545,21.886887
0.64638,24.149971,26.08375,23.851423,22.281055
0.69705,23.962442,23.250273,22.207077,21.20831
0.64743,23.983551,23.686222,22.92517,22.13447
0.27536,22.351774,21.96553,21.521172,21.525654
0.75318,23.533308,23.247686,22.555536,21.845585
0.22531,20.630148,19.81966,19.106468,18.857388
0.759,24.273897,23.614378,22.780539,21.9122
0.68718,23.641973,23.536322,23.027126,22.519045
0.69677,23.565678,24.229113,23.04479,22.18031
0.74567,23.134825,23.058626,22.8537,22.132967
0.72744,23.233654,22.86799,22.410074,21.781456
0.75418,23.8461,23.43034,22.967188,22.134647
0.59078,23.712006,23.544184,22.958994,22.731997
0.44112,99,23.483978,24.535086,22.575554
0.3268,21.399065,20.795307,19.82853,19.53237
0.60469,24.026993,24.580261,23.606842,22.713638
0.62964,24.479464,24.145948,23.134024,22.252934
0.58889,24.142874,23.571589,22.684319,22.006273
0.15137,22.224339,21.701008,21.44985,21.40145
0.75535,23.179598,23.04285,22.754114,22.009285
0.76437,22.19696,22.285507,22.146315,21.515793
1.02398,23.189735,22.87573,22.379517,21.944357
0.72927,22.907314,22.662415,22.379765,21.746172
0.69601,23.869904,23.629286,23.00981,22.258158
0.60652,23.670353,23.914913,23.306868,22.350689
0.97301,22.057112,22.312841,22.365131,22.267525
0.41376,23.67348,23.144718,22.594973,22.214254
0.86541,22.98171,22.963068,22.907167,22.297056
0.39176,24.17817,23.70073,22.679413,22.339394
0.7115,23.786297,23.676317,23.097826,22.666462
0.15407,24.640118,23.21456,22.523146,22.217299
0.32462,22.125057,22.1679,22.091228,22.41483
1.04862,23.226591,23.01228,22.97484,22.706375
0.31339,23.00371,21.916477,20.684095,20.310556
0.22485,24.378237,23.42694,22.670925,22.489628
0.49144,23.586061,23.395573,23.086405,22.452555
0.32581,23.9682,23.394964,23.060541,22.739882
0.87107,21.585546,21.523767,21.583847,21.197939
0.42562,22.80697,21.659575,20.385511,19.875786
0.85178,22.986946,22.901253,22.848412,22.378931
1.17485,22.195623,22.182878,22.126625,22.062038
0.4674,22.96709,22.66851,22.480522,22.047976
0.49487,23.871561,22.895271,21.40054,20.863956
1.16536,23.39992,23.506931,23.011395,22.594501
0.26022,22.687918,22.307117,21.919518,21.984524
0.711,99,25.14939,24.572758,22.303469
0.4465,23.761223,22.513958,20.981152,20.346748
0.72793,23.397228,22.998657,22.732002,22.033752
0.14601,22.876274,21.094149,20.166077,19.809998
0.18377,24.81468,22.697016,21.786299,21.369495
0.42635,23.06397,23.194935,22.380417,22.63518
0.3572,21.578497,21.324198,20.573181,20.45944
0.27327,25.185436,24.371124,22.947937,22.649324
0.6177,99,25.149841,23.618814,22.723354
0.18349,21.507473,20.516953,19.605825,19.279774
0.44392,23.36242,23.339304,22.258694,21.82186
0.81868,20.671612,20.773298,20.80729,20.488056
0.4838,99,25.0272,23.32822,22.50787
0.8302,22.339493,22.316713,22.334703,21.885092
0.56211,99,23.798227,22.545113,21.755606
0.66317,23.48408,23.254696,22.877928,22.382896
0.71957,22.21783,21.86133,21.603712,21.132635
0.42466,23.325857,23.184101,22.596434,22.363409
0.22727,22.875336,22.53148,22.328884,22.360832
0.17836,23.685453,22.929123,22.400156,22.07131
0.57879,21.168615,21.112104,20.705463,20.412233
0.1795,24.112917,23.417706,23.112022,22.43158
0.15525,24.08161,22.972656,22.473299,22.383959
0.64853,21.899786,21.680769,21.078424,20.56748
0.69677,23.862492,23.640223,23.22954,21.982092
0.86727,23.858507,23.3827,22.68997,21.878332
0.47929,23.051355,22.429855,21.306728,20.831797
0.14551,24.45992,23.580149,23.082462,22.687841
0.48592,23.521692,23.453875,22.919062,22.439413
0.18149,23.94587,22.869244,21.950998,21.648623
0.37558,21.988407,21.644218,20.65567,20.4324
0.71932,22.419992,22.457733,22.292313,21.673569
0.81218,22.985224,22.64997,22.388145,21.74404
0.07375,24.785877,23.315762,22.468678,22.081097
0.88766,25.363829,24.546799,23.922672,22.606926
0.95273,22.774794,22.558254,22.272882,21.959684
0.65023,22.438509,22.371328,21.8224,21.246515
0.52664,23.288557,23.176653,22.668825,21.925585
0.72513,23.932396,23.742992,22.824913,22.295614
0.74788,25.318693,23.974419,23.466825,22.571941
0.32564,99,22.838741,21.303493,20.78894
0.13199,19.162853,18.09015,17.497833,17.224215
0.75474,23.120325,22.905872,22.544754,21.817461
1.01683,24.232605,23.381325,23.041899,22.584751
0.42505,24.665836,23.094048,21.873486,21.298283
0.74727,24.016607,23.355465,22.682192,21.699945
0.55829,23.380339,22.391182,21.318953,20.562054
0.1827,22.217838,22.107452,22.013453,21.935312
1.3996,23.00993,22.75346,22.481276,22.33358
0.64963,24.223652,23.57901,22.51846,21.85965
0.18325,22.47162,21.628437,21.120165,20.99652
0.1514,20.361515,19.468706,18.942505,18.674837
0.54048,99,23.52142,22.667074,21.772825
0.66296,23.488335,22.795267,21.919598,21.157425
0.32504,24.383724,23.708143,22.935987,22.608526
0.64924,23.002054,22.84926,22.356613,21.784334
0.18377,21.605314,21.024355,20.820429,20.770134
0.7559,22.91863,22.956564,22.904182,22.053797
0.18083,24.514639,22.87939,22.272453,22.10855
0.72479,99,24.0963,23.198446,21.835651
0.3258,23.39376,23.187885,22.632448,22.37048
0.4114,23.562077,22.38103,21.054642,20.592424
1.03275,22.699663,22.899035,22.641935,22.460077
0.15148,21.166273,20.586721,20.297293,20.313044
0.69331,22.210901,22.134607,21.725098,21.297577
0.34507,22.815365,22.754833,22.01417,22.029467
0.18023,22.261034,21.476242,21.06038,20.775417
0.67401,23.111225,23.163904,22.591354,21.881567
0.91008,23.013258,22.996517,22.888178,22.29794
0.38954,23.970139,21.287931,19.57521,18.925053
0.65071,23.667408,23.996025,23.304354,22.691566
0.1426,21.607492,20.786701,20.458853,20.33396
0.09838,24.159748,23.732973,23.105774,22.719378
0.93083,23.475147,23.543743,23.013966,22.583088
0.61962,22.913538,22.78286,22.54642,22.283262
0.49141,23.136549,23.052254,22.649656,22.187084
0.57881,22.822195,22.93674,22.42776,21.938076
0.51097,24.228306,23.237143,21.76648,20.967804
0.18435,23.75107,23.117367,22.722569,22.403522
0.66186,22.473236,22.183647,21.774258,21.307146
0.72925,23.35643,23.931103,22.993143,22.364971
0.2338,23.081371,23.09753,22.506264,22.443485
0.90838,24.037548,23.572754,22.92158,21.969767
0.43722,23.75379,23.302254,22.680779,22.626612
1.05532,23.672455,24.175852,23.25359,22.382744
0.69825,23.273647,22.997272,22.629639,21.95107
0.14291,23.340738,22.211193,21.48578,21.129423
0.87573,23.533625,23.210186,22.971851,22.089445
0.15157,22.923136,22.135572,21.77933,21.706676
