z_phot,MAG_u,MAG_g,MAG_r,MAG_i
1.157,24.471947,23.907492,23.959663,23.604311
0.877,22.649334,22.863178,22.666588,21.9966
0.857,99,24.206223,23.09364,21.86972
0.847,23.216183,23.13997,22.616438,21.650879
0.607,23.534586,23.47858,22.950207,22.69897
1.037,22.861906,23.445503,23.319855,23.0324
0.937,99,24.416914,23.064302,21.680416
0.837,23.820997,23.666481,23.468447,22.90261
0.417,21.867718,21.85844,21.224728,21.121
0.437,23.326273,22.343782,20.933632,20.416393
0.827,23.41913,22.516865,21.964603,20.790516
0.607,23.721876,23.839296,23.421312,22.931763
0.277,99,23.180763,21.904633,21.382431
0.867,23.70848,23.98579,23.670706,23.420671
0.597,24.841711,23.750648,23.383484,23.24831
0.557,24.866795,24.976286,24.265366,24.13248
0.427,24.379713,22.7778,21.766726,21.398575
0.837,23.67629,23.446474,23.011137,22.049908
1.167,25.039103,24.378794,24.029108,23.577465
1.027,23.897102,23.923504,24.110275,23.577385
0.917,24.244905,24.038387,23.413225,22.585583
0.627,99,24.34476,22.755953,21.842636
0.127,22.669888,22.336702,22.158754,22.270508
1.057,23.949614,24.989605,24.206127,24.069754
0.547,99,24.7026,23.339436,22.355427
0.667,23.699413,23.48341,23.115957,22.806505
0.187,24.953907,23.777618,23.171623,22.810307
0.207,25.186132,24.288275,24.143404,23.729542
0.577,24.326239,23.4963,22.96452,22.668947
0.677,22.483324,22.491505,22.084215,21.55764
0.647,22.859058,22.774633,21.95397,21.505491
0.417,24.665506,23.702024,22.948368,22.687054
0.687,22.742128,22.957932,22.547983,22.43125
0.417,23.559328,22.46903,21.037031,20.505384
0.867,24.67235,23.821175,22.982561,22.073648
0.717,99,25.390238,24.690138,24.118147
0.677,22.25567,22.222973,21.828129,21.68436
0.987,99,22.403175,20.716394,19.904305
0.517,25.011084,25.010954,23.607689,23.36086
0.257,22.127825,21.147055,20.20444,19.81642
1.057,24.6831,24.194998,23.684525,23.636572
0.797,24.713934,24.120523,23.541382,22.5543
1.237,99,99,23.203156,21.928726
0.877,24.58371,24.725208,23.844564,23.167883
0.167,23.408249,21.824965,20.72321,20.328985
0.497,99,24.122072,22.984571,22.616472
1.167,23.113735,23.220045,23.051609,22.916454
0.427,23.237604,23.11391,22.809866,22.739876
0.697,23.347609,23.013819,22.491144,21.873348
1.087,24.400166,23.919376,23.197147,22.523222
0.867,23.791609,23.201838,22.477262,21.425402
1.287,23.667227,23.61569,23.37334,23.188505
0.247,24.863949,24.210829,23.714422,23.594818
1.347,24.261448,23.64203,23.392975,23.368746
1.247,22.2714,22.224308,22.2323,22.215921
0.477,22.990541,23.407633,21.811855,21.356586
0.857,25.077892,25.218987,24.475151,23.768246
0.627,24.50821,24.663267,24.469397,23.900448
0.267,99,23.518917,22.105917,21.854313
0.837,23.318962,23.068962,22.67641,22.081213
1.237,25.136034,24.81817,24.41609,24.37859
0.817,23.862686,24.067852,23.884804,23.595383
0.617,24.864935,25.423885,24.369656,23.47346
0.847,24.513344,24.943516,24.673527,23.427174
0.347,20.954613,20.699278,20.03173,19.977507
0.527,25.337332,25.083673,24.284138,24.760365
0.927,99,24.92547,23.334536,22.3636
0.997,24.544992,24.18345,23.790716,23.454365
1.047,24.281824,24.301237,23.911299,23.772375
0.257,21.42258,21.12732,20.816187,20.93635
0.657,23.426748,23.334723,22.863216,22.348589
0.897,24.245289,23.768517,23.506924,22.551363
0.137,23.079819,22.804743,22.464457,22.53601
1.157,23.845203,24.10539,24.35986,23.936792
0.757,23.484104,23.09884,22.506742,21.565475
0.597,99,24.327555,23.810747,23.003626
0.607,99,24.606993,24.081587,23.746557
0.977,24.852798,23.604591,22.618828,21.577131
0.827,23.999147,23.199755,22.738102,21.983677
0.217,23.338772,22.784605,21.278486,20.78462
0.647,99,25.47712,24.275572,23.250246
0.507,22.243177,21.972078,21.054565,20.728588
0.887,23.83931,24.085157,23.764248,23.227114
1.377,24.037363,23.80852,23.643034,24.328485
1.147,23.640429,23.103155,22.791334,22.570063
0.527,25.175995,24.419592,23.321499,22.983168
1.117,24.124868,24.110954,24.165113,23.753992
0.487,23.087278,22.810413,21.989798,21.74408
0.607,24.903471,25.195166,24.325014,23.49533
0.717,25.08686,24.89985,24.478706,23.679352
1.137,24.319454,24.670452,23.435331,22.840305
0.337,24.738644,23.748592,23.103168,23.2074
1.287,23.957909,23.952047,23.684227,23.95976
0.737,23.812082,23.786901,23.493475,22.486412
0.227,21.939795,21.537933,20.767735,20.49649
1.137,22.960352,23.214973,23.392836,22.848042
1.027,25.069513,23.90237,22.893227,21.97761
0.827,25.602016,24.93458,22.904772,21.923475
1.027,99,25.624731,23.353455,21.94094
1.377,23.02075,23.273664,23.276096,23.435581
0.687,23.20011,22.822964,22.432386,21.90962
0.647,23.955427,24.143675,23.476078,23.209784
0.737,23.512228,23.606617,23.146942,22.934746
1.237,23.387283,23.53239,23.848135,23.84501
0.857,24.456535,24.553154,24.325869,23.73735
1.107,23.621784,23.747122,23.680595,23.418097
1.107,22.78195,22.77676,22.688175,22.408558
0.837,23.36237,22.900305,22.424543,21.731873
0.677,25.440062,25.294611,24.712494,24.405005
0.837,25.124083,24.52646,23.870964,22.847994
1.147,24.155832,24.1195,23.903053,24.36804
1.007,24.339233,24.039885,23.334581,22.558052
0.627,23.587261,23.19939,22.82738,22.451809
1.387,23.280634,23.284565,23.235851,23.149273
0.697,22.596386,22.29817,21.59117,20.928974
0.547,23.700056,23.358807,22.766865,22.474249
1.097,25.069775,24.361282,24.182888,24.226036
1.087,23.821701,25.226322,23.951937,24.17649
0.517,24.86606,24.674356,23.809877,24.280043
0.827,25.179367,24.820574,23.802807,22.557148
1.377,24.973848,24.275003,24.323175,23.632437
1.167,23.03486,22.682976,22.704197,22.527393
1.387,24.436178,23.81387,23.77994,23.92779
0.847,24.080809,24.085869,23.713402,23.387804
0.297,23.6906,23.201706,22.566298,22.875332
0.707,24.563175,24.894417,24.173458,24.097483
0.687,24.004686,23.919003,23.572754,22.705946
0.807,24.256,25.25899,23.962793,23.167768
0.947,24.68029,24.31002,23.89305,23.289545
1.077,23.630499,24.355185,23.694084,23.720549
1.067,24.41974,24.01381,23.904243,23.527004
1.407,23.181004,23.181711,23.420612,22.754086
0.447,24.658592,24.841255,23.69445,23.38279
0.807,24.710129,24.020836,23.906906,23.66429
1.157,23.894583,23.968063,24.308092,23.683352
0.827,24.494822,24.16906,23.56315,22.475315
0.387,23.459373,23.155022,22.337166,22.37841
0.787,21.297234,20.969326,20.301796,19.479746
0.207,99,23.874184,23.817463,23.401503
0.967,99,23.855965,22.290495,21.326792
1.097,23.589048,23.615131,23.035053,23.177809
0.507,23.405771,23.310938,22.587593,22.565626
0.927,24.042044,24.086828,23.93779,23.3207
0.857,24.249388,24.722996,24.512962,23.838104
0.727,99,23.690012,21.795912,20.509506
1.157,24.270033,24.052038,23.89699,23.713394
0.807,23.120005,22.806875,22.218891,21.325708
1.257,23.516924,23.592442,23.273249,23.840893
0.807,23.266558,23.225012,22.900259,22.259796
0.777,99,25.009106,24.7154,23.768383
0.657,22.752428,22.928719,22.36849,22.210297
0.377,23.157347,23.201788,22.904615,22.824945
0.887,23.031143,23.009554,22.729769,22.389887
1.007,23.804804,24.233301,24.186304,23.60299
0.327,21.990982,20.979565,19.820045,19.399414
0.527,23.0589,22.92832,22.257624,22.267498
1.127,23.801035,23.994726,23.748459,24.21037
0.447,21.683733,21.295639,20.385033,20.195524
0.997,24.451694,23.686954,23.39399,23.259907
1.037,23.642845,24.065071,23.955257,24.187784
1.357,22.625298,22.990612,23.077644,23.07902
1.397,22.936525,23.932083,24.056982,23.948748
0.717,23.487318,23.004074,22.173939,21.509977
1.397,22.856096,23.0119,23.152746,23.630177
0.717,24.736076,24.579813,24.235771,24.37743
0.477,23.87285,23.899542,23.529997,23.686901
1.217,24.939522,25.107952,24.258245,24.843073
0.257,24.814188,22.809984,21.990334,21.651499
0.677,23.309254,23.234318,22.898693,22.687536
0.687,24.89895,23.938559,23.51302,22.96569
0.667,23.508602,23.45746,23.017445,22.268885
0.407,22.781893,22.489378,21.977083,21.71177
0.757,24.308527,24.046284,23.64138,23.057922
0.647,24.134602,23.978415,23.308483,22.957579
0.997,24.355253,25.138311,24.519156,24.55503
0.717,24.151844,24.034548,23.609917,23.25643
0.607,24.207699,24.248974,23.89431,23.584053
1.277,24.57027,24.224531,24.225655,24.279757
0.617,24.636822,23.495592,22.966108,22.682085
0.717,23.526417,22.727535,21.493938,20.575722
0.877,23.30689,23.645466,23.178362,22.117859
0.447,25.230156,24.371803,23.187271,22.846165
1.007,24.09923,23.869856,23.571733,22.848043
0.577,24.658415,24.204351,23.650784,23.39215
0.967,24.331705,24.604671,24.809736,24.003988
1.127,23.508022,23.469625,23.476128,23.029463
0.177,23.588905,22.711998,22.04517,21.739601
0.927,24.96062,24.792093,24.637032,23.686672
1.387,23.7468,23.522665,23.642792,23.989618
0.307,23.706057,22.102287,20.614666,20.077883
0.407,24.448925,23.413485,22.157658,21.650183
1.307,23.853624,23.989178,24.130213,23.75988
0.597,24.32014,24.378721,23.352663,22.76928
0.507,99,24.596333,24.080788,23.951134
0.317,24.167807,23.580214,23.105503,22.977886
1.377,23.625933,23.497116,23.38616,23.184862
1.067,23.997572,24.831348,24.80306,24.278353
0.777,24.914831,24.042656,23.796286,22.46364
0.787,23.420511,23.358286,22.9663,22.268126
1.277,24.449306,24.077614,23.661024,23.861195
1.227,23.840305,23.946135,23.798273,23.92742
0.347,22.37933,22.099012,21.381107,21.226114
0.447,21.375347,20.925564,20.026138,19.94368
0.697,24.431116,24.36287,23.957178,23.887014
0.617,99,25.720964,24.519833,24.028467
0.597,24.536386,23.928564,22.827188,22.253271
0.697,25.210499,24.92933,24.139364,24.3404
0.877,21.986843,21.886602,21.706413,21.108274
0.797,23.49967,22.726685,21.454641,20.666592
0.617,99,24.488623,22.99173,22.078415
1.097,24.450382,24.508955,24.379644,23.70668
1.197,25.082664,24.685646,23.724684,23.483347
0.977,24.052828,24.73706,24.09757,23.6991
1.127,24.302557,24.397343,24.168217,24.015345
0.787,23.614222,23.514154,23.286755,23.09305
0.267,23.843857,23.352814,23.211813,23.603668
0.827,23.156292,22.93497,22.619316,21.571922
0.417,22.777332,22.47831,21.953156,21.823359
1.057,24.819298,24.544107,24.143904,24.219643
0.517,23.884851,23.566347,22.728258,22.458658
0.667,23.88102,23.297886,22.65543,21.990091
1.167,24.534475,24.369465,24.38578,24.109446
0.727,23.311476,22.651161,21.763334,21.043098
1.197,99,24.453188,22.33162,21.170683
0.957,25.225739,24.580275,23.121885,22.399897
0.717,24.185194,24.672417,24.114353,23.603226
0.267,22.759487,22.36298,22.185022,22.13517
1.287,23.410627,23.235527,23.167444,23.002644
0.577,23.978191,23.753105,23.362923,23.755556
0.807,24.846848,24.685118,24.252773,23.743685
0.157,23.093674,22.238817,21.72948,21.48262
0.597,21.197672,20.704996,19.734531,19.237669
0.677,23.361485,23.328253,22.58899,21.920372
0.977,22.93462,23.098843,22.522236,22.06851
0.657,22.17454,21.997595,21.337631,20.863338
0.407,24.110899,24.214663,23.40357,23.453064
1.137,22.216057,22.276148,22.273296,21.83663
0.637,23.102613,23.073004,22.570295,22.506056
0.287,99,24.144995,23.414608,23.587677
0.567,23.441307,23.044601,22.382193,22.117472
1.307,22.446886,22.54901,22.535883,22.48993
0.467,24.39173,24.244366,23.144344,22.935925
1.397,24.390337,24.116407,23.796947,24.326525
1.367,25.030636,24.834696,24.478348,24.57233
0.957,23.55478,23.609879,23.415777,22.930529
0.177,21.904133,21.278948,21.074642,20.98298
0.267,24.479412,23.216793,22.874533,22.818195
0.837,99,24.505259,24.048264,23.048359
0.327,24.393265,23.870935,23.27548,23.381176
0.567,99,24.994085,23.339565,22.241037
1.387,23.752728,24.46971,24.151997,24.368649
1.077,22.434237,22.690084,22.137243,22.179895
0.227,23.066536,22.603672,22.448141,22.29328
1.087,24.35957,24.247337,23.561571,23.270302
0.567,24.346743,24.955078,24.185013,24.480402
0.747,99,24.768305,23.74785,22.485634
0.957,99,25.098852,22.723757,21.702665
0.437,23.370771,22.568975,21.285986,20.772785
0.557,22.000788,21.696587,20.829884,20.411837
1.007,23.943567,24.053053,24.007643,23.989958
0.447,21.516062,21.30156,20.538252,20.31072
0.537,23.437521,23.316206,22.718061,22.57172
0.847,23.406994,23.459915,22.353148,21.150475
1.187,23.591011,23.754421,23.250345,22.907267
0.967,23.559029,23.77517,23.145973,21.894789
1.387,23.944773,23.768827,23.275898,23.511086
0.297,20.784243,20.216732,19.474133,19.250063
0.477,24.04421,24.104961,23.587667,24.065426
1.317,22.270164,22.349344,22.412655,22.397598
0.897,22.214249,22.173342,21.768505,21.070253
0.547,24.262466,24.785002,23.929773,23.791775
0.347,22.857002,22.346819,21.239435,20.891903
0.137,23.364046,22.678082,22.345045,22.238222
0.757,24.870066,24.699944,24.46367,24.153046
1.267,23.84873,23.906519,23.898005,24.37979
1.377,23.412086,23.745602,24.014183,24.134409
0.657,23.515356,23.070269,22.790009,22.265682
0.777,24.05179,25.317617,23.517288,22.411003
0.707,23.931463,24.501728,23.57567,22.889925
1.087,23.87442,24.037962,23.669926,23.614658
0.997,22.73577,22.479385,22.153751,21.797657
1.357,24.231565,24.104263,24.19801,24.142311
0.617,23.503447,23.135952,22.684618,22.346973
0.597,99,24.481504,24.06123,23.410337
1.317,24.00727,23.541504,23.451977,23.31766
1.067,23.375767,23.531157,23.243698,23.189877
1.017,24.376608,23.983969,24.213964,23.805855
0.777,99,24.643816,23.94339,23.097488
0.517,23.60479,23.276947,22.651262,22.517431
0.337,23.604237,23.265415,22.67335,22.492617
0.447,22.908318,22.074392,20.723064,20.226274
0.597,24.26137,23.646458,22.98313,22.583387
0.367,99,24.366943,23.680859,23.761698
0.667,99,24.529274,24.262377,23.946701
0.247,23.734697,23.269775,22.84325,23.126799
1.287,22.66013,22.49681,22.294706,22.138231
0.587,99,24.56599,24.296253,24.262154
0.577,21.818789,21.5891,20.898703,20.584337
0.367,24.023937,24.08566,23.066687,22.909868
0.927,23.334038,23.2943,23.037302,22.292143
0.917,24.717056,24.699118,24.322878,23.356045
1.397,24.00056,24.084465,24.153324,23.654938
0.787,23.279879,22.786383,22.117125,21.184433
0.757,99,23.51457,22.500483,21.46411
0.247,24.917488,22.85882,21.353527,20.813015
1.167,23.766953,23.74145,23.754192,23.521515
1.137,23.360628,23.782236,23.769823,23.50665
0.377,23.886715,23.096346,21.956192,21.728159
0.487,99,25.345665,23.667366,23.063824
1.257,25.000217,24.719099,24.020002,24.134945
0.727,99,24.655235,24.027063,23.107182
0.567,24.39722,25.726513,23.80846,22.952847
0.747,23.125021,22.671627,22.204962,21.56422
1.297,24.602987,24.616304,24.453167,24.045986
1.067,23.81695,23.870407,23.418404,22.898129
0.597,23.309116,22.81905,21.684608,21.137756
1.247,23.858938,23.95132,24.199064,24.725145
1.077,24.43447,23.875942,23.551262,23.023918
0.837,22.656889,22.489635,22.279482,21.810898
0.267,23.785755,23.635418,23.41919,23.308924
0.247,24.264593,23.823755,22.881773,22.698082
0.107,22.49931,22.458395,22.404451,22.244781
0.307,23.67055,22.969652,22.348372,22.306604
0.517,24.252134,24.911743,23.96081,24.239218
0.637,24.66487,23.808762,23.040468,22.519442
0.757,23.045013,22.897223,22.522488,21.887093
0.887,24.44474,24.057817,24.099934,23.053474
0.507,23.690449,23.89223,23.01239,23.034845
0.577,22.301853,22.168268,21.592926,21.319618
0.487,24.857111,23.710443,22.836472,22.455835
0.677,24.434801,23.93993,23.25359,22.970833
0.947,24.824217,24.31145,23.868734,23.084726
0.967,24.07927,23.725683,23.668806,23.489464
1.167,24.020172,23.35139,23.278944,23.250486
0.447,24.295248,23.574768,22.490168,22.09376
0.427,99,24.381548,22.738762,22.4229
0.257,23.398893,22.131315,20.949873,20.528296
0.607,24.673359,24.100174,23.012667,22.586163
0.267,23.093805,23.09291,22.779108,23.311445
0.677,23.415758,23.269585,23.001598,22.931675
0.767,23.116589,22.8719,22.401047,21.77997
1.127,24.019787,24.341099,23.913897,24.427801
0.917,23.525856,23.035147,22.643148,21.890072
0.697,24.392685,24.417286,23.61859,23.120596
0.997,23.542822,23.529406,22.956095,22.192678
0.927,23.426472,23.7585,23.15191,22.642187
0.967,24.20532,24.802086,23.795301,22.69984
0.877,22.868164,22.842638,22.651398,22.381405
0.327,23.11648,23.044498,22.803022,23.16424
0.267,24.379591,22.99135,21.864134,21.453117
1.247,23.988853,24.322079,24.011606,23.811565
0.257,24.992777,23.633675,23.173689,23.588202
0.577,99,24.61286,24.144867,23.961887
0.847,23.185232,22.81787,22.620317,22.443857
0.577,99,24.84166,23.025484,22.198992
1.087,24.9875,24.421577,24.127941,24.609104
0.667,99,24.19039,24.180193,24.173157
1.387,23.77958,23.980202,23.984745,24.274313
0.597,24.874651,24.37251,23.613058,24.010326
0.597,23.772251,23.626177,22.9185,22.46321
0.397,23.95067,23.59926,23.248333,22.65331
0.597,99,24.200308,22.908913,21.791553
0.727,25.05517,24.810987,24.599224,24.243868
0.687,23.497044,23.449644,22.768393,22.207346
0.827,24.524874,24.588543,24.131676,23.230314
0.877,23.733932,23.94966,23.128859,22.155441
0.267,23.93497,23.416142,23.14093,23.018425
1.157,99,25.140392,23.855194,22.501408
1.187,23.743725,23.708778,22.431704,21.666794
0.637,21.87096,21.584646,20.869053,20.531467
0.747,24.1938,24.158232,23.613876,23.059208
1.137,23.507366,23.44966,23.231321,23.541084
1.327,23.927814,23.450144,23.43892,23.474117
0.867,23.800276,23.882755,23.370289,22.529835
0.707,99,25.197584,24.248814,23.306023
0.337,23.687124,22.939089,22.023525,21.613672
0.977,23.515928,24.587212,23.532707,23.386658
0.597,22.56668,21.863613,20.75976,20.248564
0.457,99,25.687012,24.138708,24.767744
0.247,24.099392,23.601608,23.102224,23.171022
0.377,22.513054,22.06594,21.289724,21.145872
1.367,23.779442,24.160788,23.917158,23.916813
0.887,22.27368,22.072416,21.937067,21.540384
0.767,24.83001,24.184605,23.978407,22.987833
0.177,21.317604,20.597654,20.23341,20.03646
0.177,22.08082,21.35327,20.937689,20.768896
0.967,24.280695,24.226532,23.79552,23.126421
0.157,23.394258,23.554024,23.351068,23.155828
0.637,24.608877,24.08516,23.363657,22.722357
1.087,24.448927,24.137924,23.691702,23.682877
0.657,24.261908,23.506552,22.874142,22.231901
0.267,22.61942,22.16184,21.751202,21.58946
0.267,99,24.048056,22.726898,22.356312
0.837,23.073399,22.842707,22.286993,21.469784
0.347,23.535244,23.208567,22.473137,22.66805
0.667,24.848166,24.352627,24.10364,23.641111
1.387,25.367802,24.518492,24.77365,24.49289
0.787,23.979704,23.460022,23.263432,22.62096
1.397,24.099888,23.802065,23.635218,23.711508
1.087,23.781603,23.940699,23.586304,23.40472
0.617,24.507471,24.658375,24.312838,22.346033
0.847,24.639782,24.34728,24.204092,23.06609
0.787,25.079784,24.328981,24.375652,23.280512
0.867,25.034067,24.57266,24.73171,23.965553
1.107,24.810598,24.179398,23.146889,22.927876
0.887,23.973574,24.23445,24.625023,23.471516
0.627,23.553835,24.147364,23.40274,22.887423
0.207,24.522993,24.042536,23.82053,23.591398
0.557,23.43397,23.342394,22.577318,22.388155
0.297,23.699352,23.337578,22.646503,22.47016
0.767,24.145027,24.321352,23.755213,23.277157
0.657,24.002426,24.328451,23.396866,22.781195
0.087,22.934752,21.843744,21.47593,21.385891
0.797,24.397097,24.271826,24.016222,23.330858
0.567,23.86632,23.531033,23.030474,22.794481
1.097,24.656828,25.150835,24.768085,24.625559
0.877,24.564716,23.84236,23.650211,22.745121
0.607,23.263702,23.325014,22.777418,22.31851
1.387,24.171831,24.020416,24.282005,24.183563
0.887,22.580406,22.473019,22.224323,21.440763
0.547,24.052357,24.549728,23.689917,23.724981
1.267,23.25543,23.855934,23.76528,23.762396
0.777,99,24.438084,23.495718,22.325111
0.557,24.05307,24.884241,23.846144,23.665741
