z_phot,MAG_u,MAG_g,MAG_r,MAG_i
0.557,99,24.210636,22.85082,22.01419
0.487,99,25.914787,24.300753,24.851711
0.527,23.837706,23.530334,22.359058,21.91681
0.817,99,24.394464,24.290546,22.974861
0.577,99,23.830572,22.739582,21.957699
1.167,22.908281,22.855097,22.81865,22.47397
0.627,22.031713,21.57532,20.927681,20.509953
0.447,23.794172,23.037416,22.01784,21.55847
0.347,21.93477,21.666862,21.075472,21.00758
0.857,24.954222,24.982994,24.374401,23.875832
0.617,24.309393,24.635355,23.677048,23.111578
1.027,23.999939,24.033241,23.843796,23.902899
0.647,22.706331,22.687534,21.763342,21.335333
0.497,23.896902,23.979235,23.450985,23.044878
0.537,22.269741,22.090061,21.50466,21.270512
1.147,24.990065,24.544954,24.42704,23.981548
1.387,23.438622,23.493568,23.418806,23.790014
1.267,23.472092,23.599579,23.48916,24.174898
0.417,22.228724,21.735046,20.94074,20.74013
1.257,23.880726,23.873531,24.030422,23.941093
0.697,22.411074,21.68439,20.586824,19.838457
0.617,99,24.970545,24.494583,24.247988
0.707,25.240725,25.057491,24.35753,22.57404
0.137,22.312334,21.698534,21.421566,21.36196
0.487,24.786716,24.117008,23.627316,23.554146
0.857,23.807707,23.72625,23.403196,22.241035
0.337,24.552578,23.391438,22.472864,22.137915
0.707,24.307993,24.14164,23.754242,23.492027
0.867,99,24.48434,23.348993,22.001873
0.787,23.55857,23.268864,22.82117,21.99724
0.347,23.61439,23.310589,22.573788,22.616531
1.227,23.578793,23.753029,23.675325,23.536776
1.067,22.337582,22.38909,22.232384,21.964447
1.137,99,25.313162,24.495401,23.590832
0.987,23.16825,23.149147,22.895697,22.470484
0.957,24.073975,23.593365,23.346987,22.547386
0.517,21.420809,21.19746,20.367245,20.048223
1.387,23.920782,24.040165,24.088917,23.702097
0.767,23.147537,22.682627,22.361746,21.838161
0.727,24.323118,24.728964,23.913208,23.568253
0.277,24.979319,23.767853,22.88541,22.72549
1.407,23.462332,23.672314,23.862694,23.552782
1.037,23.267015,23.591305,23.2909,23.016912
1.397,24.40075,23.85916,24.359274,24.146208
1.027,99,24.760406,24.142303,22.701052
0.227,23.759981,22.84945,22.11604,22.007275
0.827,24.78272,24.633207,24.069304,22.886314
1.077,23.144497,23.39775,23.200571,22.815027
0.287,23.064728,22.233429,21.624264,21.38261
0.937,23.522589,23.358664,22.596909,21.800783
0.857,23.426798,23.69183,23.823244,22.135286
0.667,24.131157,24.002165,23.626814,23.632921
1.027,24.453627,24.141897,23.609268,22.711685
0.867,23.803585,23.35287,23.332655,22.536901
0.347,21.627735,21.52326,20.862026,20.809137
0.587,24.417727,24.726915,24.172558,24.236883
1.137,24.31284,23.93404,23.084799,22.428085
0.427,23.473684,22.275316,21.251387,20.890776
0.527,25.371597,25.19861,24.310825,24.433256
0.487,23.382671,23.279531,22.69833,22.535402
0.677,23.32325,22.764446,22.47879,22.096148
1.387,24.193111,24.098953,24.149925,24.121635
0.537,99,25.873106,24.358042,23.754684
0.847,24.134525,23.70254,23.300144,22.353159
1.127,23.04137,23.007753,22.705574,22.636559
0.677,99,23.564003,23.491306,23.264448
1.377,24.547022,23.967554,23.591902,23.242502
0.647,24.153198,23.59537,22.866508,22.34154
1.247,24.189821,24.038076,23.89298,23.941721
0.987,23.774416,24.138393,23.713514,24.059084
0.667,99,23.885319,23.68257,22.765701
0.177,23.339296,22.904747,22.498955,22.497438
0.427,24.977604,24.335484,23.110796,22.671211
0.527,99,23.924658,22.290298,21.275831
0.747,99,24.909304,24.42303,24.07063
0.997,23.71968,23.620525,22.979746,22.160553
0.737,99,24.565039,24.117296,23.382313
0.567,23.947853,23.590193,22.973673,22.704567
1.387,23.773638,23.559868,23.826336,24.050556
0.087,21.659145,20.438477,19.84245,19.618076
0.707,23.482353,23.98673,23.302092,22.515133
0.847,24.502356,23.939342,23.195932,22.101946
0.697,99,24.650242,24.26017,24.238953
0.617,23.909655,23.662218,22.534864,21.947565
0.717,23.706974,23.984346,23.344019,23.074362
1.377,23.977262,24.373238,24.290749,24.779707
0.147,23.299244,22.924875,22.572573,22.509514
0.517,24.213268,24.565521,23.346825,22.999117
1.137,23.721872,23.901157,24.051949,23.473639
0.327,23.361496,22.866941,22.176218,21.924376
0.537,25.17327,24.314102,22.986847,22.318054
0.267,20.54863,19.96644,19.47544,19.249287
0.437,99,23.951387,22.379755,21.745554
0.857,23.962269,23.434902,23.011202,21.816761
0.757,24.13081,24.397669,23.901375,23.181875
1.257,23.990963,24.642675,23.881815,23.741602
0.797,25.159386,25.008308,24.541058,23.844473
0.677,23.811602,23.69814,22.540773,21.743326
0.687,23.89415,23.869709,23.260874,22.844137
0.267,23.222357,22.571344,22.020527,21.93336
0.967,23.609613,22.753328,21.383068,20.199343
0.987,23.191257,23.674223,22.792826,22.17708
1.147,23.27709,23.541126,23.495407,23.329794
0.267,23.815054,23.804838,23.540234,23.612505
1.287,23.240831,23.160538,22.983833,22.892506
0.897,24.486866,24.63465,24.580545,23.411077
1.337,24.655685,26.413742,24.661106,25.006128
0.317,99,23.485718,22.142805,21.7513
1.327,23.538177,23.33304,23.069855,23.053076
0.627,25.084822,23.520664,21.942038,21.270584
1.217,24.479694,24.928686,24.32796,24.289469
1.247,24.929796,24.465023,24.136728,24.152405
0.787,23.530436,24.06188,23.174623,22.509947
0.397,99,24.896973,23.808985,24.01127
1.027,23.371561,23.116236,23.147436,22.74091
1.237,25.544336,24.777212,23.989592,23.809988
0.687,23.660542,23.130455,22.862923,22.837639
1.387,24.812057,23.782757,23.535345,23.519487
0.387,23.808128,23.63039,23.003834,22.851322
0.967,24.197824,23.887009,23.476902,22.708815
1.247,24.10761,23.919405,23.789785,23.909964
1.007,99,24.867945,23.968441,22.495773
1.157,24.03509,23.767086,23.598042,23.508501
1.077,24.601131,24.273954,22.972422,22.252035
0.397,23.170618,22.738384,21.965559,21.799482
1.387,24.570026,24.172728,24.45667,24.338606
0.917,23.559902,23.37717,23.096863,22.464724
0.957,23.937046,23.806946,23.36445,22.609596
0.487,24.17021,23.643515,23.224962,22.943659
1.157,23.672958,24.07438,24.09563,23.7929
0.997,24.43345,24.033045,23.75455,22.576414
1.387,24.486084,24.022085,23.7687,24.106972
1.307,23.410751,23.218714,23.263317,23.172293
0.857,23.736536,23.669556,23.355078,22.660414
0.807,24.622505,24.725878,24.234144,24.055624
0.607,24.840586,24.343613,24.008736,23.937038
0.287,21.776653,21.045084,20.17925,19.925014
0.087,22.21826,20.834206,19.918629,19.602573
0.847,24.082766,24.401089,24.212158,23.433968
1.407,23.862446,24.463514,23.649323,24.223864
0.447,22.775814,22.291773,21.341766,21.041515
0.457,23.62508,23.317665,22.553871,22.424232
0.757,24.757494,24.26322,23.582386,22.999704
0.967,24.0467,24.793613,24.13295,23.945055
0.367,20.885063,20.486528,19.63832,19.478989
1.367,25.229063,24.111025,23.609398,23.369165
0.947,23.894243,23.75395,23.4267,22.885658
1.387,24.764458,23.749273,23.473194,23.579315
0.787,22.780087,22.619955,22.348154,21.859941
0.837,24.40922,24.551168,24.17132,23.6235
0.837,25.022354,24.513256,24.16021,23.544886
0.427,22.357367,22.08051,21.753056,21.636786
0.977,24.7296,24.73542,24.495476,24.26246
0.447,23.868761,22.31908,20.848415,20.141457
0.087,22.8882,21.847084,21.420994,21.199121
1.107,23.817532,23.972029,24.126049,23.246912
0.487,24.661604,24.144644,23.62267,23.49313
1.247,23.671732,23.354319,22.7433,22.622356
1.397,23.626867,23.497944,23.577717,23.61111
0.287,22.192009,21.709385,21.094023,20.897932
0.437,24.565802,23.992378,22.492914,21.79038
0.837,23.464384,23.332756,23.164597,22.681257
0.857,23.843315,24.277426,23.77462,23.092499
0.917,23.369022,23.003511,22.264526,21.56334
0.737,24.600174,24.068571,23.028198,22.156923
1.097,24.374,24.34475,23.662779,23.613283
0.247,22.870016,22.375566,21.98023,21.968685
0.877,22.80683,23.077047,22.82144,22.065874
0.187,24.493843,23.639887,23.23766,23.316935
1.377,24.206123,24.043087,23.992985,24.284502
1.047,24.489845,24.240223,24.065128,24.193089
0.427,25.186434,24.173967,22.999472,22.595032
0.837,23.266968,23.546864,23.088583,22.310038
1.037,24.20005,23.956253,23.752457,23.51231
0.837,23.254902,22.982512,22.935947,21.984379
0.637,99,24.526592,24.52429,23.242323
1.207,22.597929,22.527807,22.109978,21.94164
0.937,23.668785,23.100143,23.091536,22.121635
0.167,22.46946,21.648907,21.272993,21.178009
1.077,24.628952,24.004032,23.8127,23.597618
0.597,99,24.80933,24.21023,23.29059
0.887,24.71455,23.692064,23.528318,22.549149
0.967,24.12737,24.953035,24.477386,24.053978
0.487,24.383217,24.0092,23.186209,22.964972
0.747,99,23.834599,22.524443,21.38801
0.907,23.892796,23.762047,23.629131,23.01836
0.967,24.049276,24.730188,24.4862,24.022028
0.567,24.728294,23.971699,22.270054,21.219198
0.087,23.141495,22.215473,21.938284,22.010448
0.247,21.798635,21.326612,20.722185,20.602262
0.557,23.65482,23.237,22.688799,22.393839
0.867,24.429516,25.15147,24.765003,23.52191
0.677,99,25.407854,24.697294,24.365423
0.547,99,24.12575,23.409204,22.727232
0.607,23.372496,23.086147,22.603832,22.32755
0.667,24.934195,24.324148,23.995728,23.407139
0.557,24.658197,23.35169,22.006584,20.980452
0.667,24.744251,23.91607,23.635618,23.334387
0.277,99,23.588362,22.191027,21.663525
1.007,24.15285,24.095358,24.072031,23.815767
1.037,24.012304,24.06552,24.208326,23.578571
0.807,23.195068,22.82395,22.399445,21.72295
1.277,24.0487,24.455315,23.96016,23.472343
0.267,23.053413,22.197435,21.012253,20.648594
0.827,99,25.576332,23.260069,22.222605
1.107,24.412981,24.905127,24.507973,24.315237
0.497,23.25369,23.135218,22.222826,21.96349
0.457,23.887978,24.00631,23.103033,23.180208
0.877,24.008413,24.46643,23.886576,22.804686
0.727,23.991615,24.038593,23.49257,22.715322
0.957,22.859285,23.01091,22.700735,22.284504
1.077,22.963448,23.217192,23.296427,23.033484
1.267,23.161572,23.15173,22.949917,22.783144
1.027,99,24.392693,22.674612,21.95941
1.007,23.868084,23.80139,23.481525,23.154778
0.807,23.42748,23.56574,23.258362,22.2684
0.987,24.677507,24.182898,23.633692,22.742695
1.157,23.729387,23.807575,23.104088,22.827147
0.667,24.289272,24.123991,23.70545,23.535553
0.937,23.973509,24.429817,24.115675,23.41078
1.397,24.402039,23.880968,23.562403,23.887032
0.477,23.511019,23.454226,23.029842,23.242376
1.277,24.91193,24.876749,24.517485,24.682898
0.647,24.726786,24.521303,23.91912,23.146444
1.097,23.326733,23.467226,23.37432,22.947899
0.937,24.532356,24.43917,24.340796,23.425797
0.947,22.91623,23.159718,22.952648,22.432856
0.247,99,22.347036,20.899725,20.298485
0.317,23.56038,23.170738,22.659777,22.492956
0.677,24.683249,23.975685,23.29952,22.638186
0.527,25.399221,24.245646,22.904348,22.248108
0.197,23.269909,21.664898,20.440672,19.954292
0.147,23.262941,23.076265,22.884506,23.125032
0.577,23.099169,22.997358,22.430164,22.272062
0.347,22.676231,22.242462,21.516582,21.42751
0.337,24.568132,23.28963,22.018827,21.622908
0.637,24.319912,23.846775,23.699287,23.163158
0.407,22.391554,22.31617,21.962578,21.714645
0.637,23.526783,23.22217,22.503002,22.145689
1.307,23.864159,24.14704,24.058224,24.012203
1.077,25.183392,24.621473,24.129366,24.017975
0.867,99,23.879942,23.368673,22.151339
0.707,24.47923,23.948536,23.335047,22.684002
0.577,23.028242,23.011593,22.546795,22.622593
1.007,24.346455,23.857086,23.221334,22.78651
0.587,24.444628,24.287836,23.370161,22.622267
1.177,24.748846,24.217192,23.84393,23.837757
0.947,24.62312,24.777935,24.331886,23.9402
0.917,24.16519,23.977827,23.44666,22.815208
1.347,23.850582,23.911991,23.653156,24.245134
0.607,24.36939,24.612534,23.783436,23.34797
0.607,22.786507,22.355247,21.362423,20.737741
0.867,23.354195,23.412437,23.466713,22.162073
0.537,23.842546,23.865181,23.060495,22.880964
0.917,24.806366,24.249252,23.47646,22.547623
0.957,24.810423,24.447266,24.096031,23.371582
0.607,24.83301,24.724144,23.647566,22.832462
0.527,25.430445,24.504402,23.067348,22.352362
1.297,23.53457,23.724535,23.78554,23.406153
1.137,23.35168,23.391535,23.359959,23.0309
0.677,24.464504,24.567867,23.981579,23.780817
0.617,25.05753,24.562794,24.282354,23.541397
0.597,24.201284,24.493725,23.921795,23.27495
1.037,23.959206,24.424524,24.16035,23.877642
0.857,24.742598,24.147068,23.818203,22.64673
0.267,23.27059,22.999552,22.710966,22.726702
0.907,23.28813,23.307127,23.279314,21.89698
0.667,25.416468,24.654068,24.241526,24.56001
1.297,23.71887,23.8739,23.975372,23.769634
0.687,22.320366,22.462786,22.032465,21.728231
1.147,24.633718,23.770306,23.59908,23.936275
1.387,23.680992,24.083214,24.28655,23.969446
1.087,24.419468,24.32364,23.83732,23.760466
0.497,99,24.995087,23.983315,24.0668
0.507,25.10822,24.614794,23.58509,23.715237
1.077,24.287945,24.524023,24.556904,23.636608
0.677,22.686357,22.61676,22.28669,21.79578
1.317,23.25994,23.111925,23.005104,22.929457
0.747,25.031153,24.876236,24.05339,23.596676
0.657,24.397408,24.332483,23.714811,23.46557
0.587,23.887547,23.307833,22.80068,22.491968
0.617,24.282503,25.110292,24.702047,23.406708
0.827,23.614567,23.320938,22.186842,21.071007
0.587,23.878237,23.929712,23.121925,22.6245
1.147,22.577808,22.819431,22.67748,22.412018
1.187,24.26779,24.108486,24.22978,23.831276
1.027,23.246237,23.38385,23.56871,22.995016
0.907,24.107634,23.807232,23.20968,22.606121
1.207,25.369247,24.717642,23.773,23.461586
0.657,24.116558,23.87307,23.477055,23.284924
0.947,23.443932,23.876894,23.907919,22.76888
0.767,23.95294,24.025682,23.235401,22.399065
1.317,23.457977,23.611263,23.429058,23.689127
0.687,22.22555,22.335173,21.98344,21.915642
0.827,99,24.907217,24.732038,24.594526
0.567,99,25.318525,24.608183,24.572872
0.217,23.097126,21.815363,20.384233,19.929855
1.377,22.19438,22.376604,22.543022,22.75537
0.967,23.132627,23.672987,23.647146,22.94518
1.127,23.313509,24.37064,24.192743,23.778366
0.907,25.147997,24.12901,23.589447,22.427158
0.757,24.41809,24.276594,23.963743,23.77724
0.567,22.876379,22.59459,21.95444,21.61556
0.937,24.398052,23.888088,24.041294,23.337618
0.217,24.257433,23.800686,23.343437,22.942938
0.767,23.760033,23.288961,23.140526,22.596136
0.657,21.923195,21.849884,21.363756,20.953897
0.857,23.251501,23.194195,23.02199,22.440775
1.127,23.468647,23.878292,24.649632,23.551674
0.957,23.998213,23.692118,23.626945,23.13899
0.287,23.539145,22.281004,20.91346,20.417389
0.667,23.606441,23.167257,22.894064,22.557993
1.057,24.14516,23.658121,23.347061,22.845987
0.607,99,24.69087,24.272312,23.097027
0.457,99,25.240381,24.064936,24.36612
1.387,23.582733,23.745443,23.69624,23.722134
0.607,24.227085,24.777243,23.824724,23.287611
0.107,22.705519,22.795912,22.906773,23.208467
0.427,23.302317,21.656572,20.12747,19.520084
0.247,23.890892,23.501648,23.443344,23.754519
0.417,99,24.59312,23.77353,23.599613
0.637,23.002466,22.989628,22.749083,22.499067
0.577,23.031282,22.82574,22.27436,22.034353
1.017,22.296535,24.542068,23.05365,22.31779
1.347,22.883278,22.7251,22.620367,22.716946
0.607,23.104952,23.364714,22.957495,22.55123
0.857,23.595757,24.068506,23.748968,23.204245
1.087,24.392855,25.016352,23.29105,21.733944
0.717,25.30653,24.657686,24.289385,23.966492
0.457,22.180927,21.889603,20.904215,20.692673
0.637,24.083529,23.900032,23.164423,22.901894
0.437,23.686714,23.252851,21.763584,21.154514
0.717,24.26191,25.366497,24.139248,24.080854
1.067,24.175413,24.296171,23.863543,23.523266
0.957,99,24.98954,23.406303,22.286156
0.627,22.39143,22.052643,21.340424,21.067102
0.647,25.272293,25.534945,24.586296,23.904142
0.637,23.630877,23.922174,23.474312,23.627743
0.517,99,24.773521,24.41335,24.17861
0.287,24.543512,22.553328,21.017633,20.416342
0.897,23.910223,23.850502,23.48282,22.790165
0.507,24.101315,23.878311,23.032461,22.911604
0.297,23.63847,21.928951,20.669573,20.1125
1.007,24.451363,24.285423,23.296015,22.295246
0.207,21.460426,20.767351,20.201794,20.065094
0.607,22.981215,22.816275,22.216108,21.885757
0.937,23.641716,23.67467,23.381329,22.69795
0.827,23.874693,24.20861,23.659672,23.331964
1.397,25.057419,24.568163,23.890297,23.954372
1.017,99,24.547024,23.006224,21.519867
1.087,22.538086,22.510187,22.03944,21.90936
0.247,21.965899,21.026672,20.115814,19.73374
1.257,23.998032,23.884594,23.636816,23.44869
1.057,23.796158,24.202326,24.2368,23.685263
0.997,24.798988,24.065207,23.930195,23.037989
0.567,22.876678,22.749903,21.95014,21.527384
0.227,23.465052,22.688313,21.803074,21.459282
0.887,23.328272,23.570427,23.337784,22.787733
1.397,23.562794,23.746029,23.765738,23.68352
0.667,24.740211,24.186182,23.32201,22.626724
0.987,23.897215,23.903074,23.57831,23.192396
0.987,24.237673,23.910074,23.524664,22.578764
0.337,23.711311,23.024204,22.231646,22.047754
0.827,23.618914,23.265745,22.132908,21.03071
0.657,23.896336,24.210484,23.769407,22.80965
0.557,23.8718,23.621271,22.855919,22.567167
1.267,24.577713,24.781034,24.142324,24.152952
1.277,22.815992,22.728622,22.663721,22.495804
0.567,23.928736,24.013279,23.271116,22.6185
0.267,23.188848,23.251684,23.049732,22.89636
1.297,25.094742,24.20558,23.89187,24.560709
1.367,23.723454,23.721453,23.90633,23.836231
0.217,24.420353,23.490599,23.75859,22.956074
0.947,23.913284,23.954195,23.740467,22.81495
1.247,24.122177,24.23316,24.322735,24.43163
0.617,23.874079,23.846651,23.62475,23.316755
0.997,23.42538,23.328209,23.187447,22.742565
0.637,23.978922,23.379803,23.175638,22.371954
0.677,99,24.418356,23.890783,23.54529
0.977,25.226765,24.207214,23.835005,23.559605
0.387,99,23.544842,21.87797,21.276125
0.427,23.15426,23.361265,23.02721,23.221638
0.117,23.240362,22.847094,22.583838,22.125572
0.987,23.157476,23.045582,22.99044,22.703278
0.727,24.927422,25.074465,24.379389,23.928871
1.087,23.919916,23.925367,23.574589,23.362556
1.007,24.31378,23.989336,23.64192,22.890356
0.697,24.21195,24.050512,23.391132,22.497866
0.557,23.110561,23.241873,22.562227,22.219769
0.857,23.799633,24.650242,24.146267,23.404474
0.987,23.860113,24.730307,24.15381,23.699448
1.397,24.234,24.143671,23.908651,23.487732
0.617,25.223255,24.546787,24.17855,23.3388
0.447,23.19687,22.332527,20.975037,20.471333
0.777,23.22672,23.197495,22.590353,21.784063
1.047,24.697842,24.697912,24.249609,24.315323
0.477,23.675722,22.360731,20.992863,20.47892
1.207,22.780437,22.788431,22.435884,22.0982
0.557,25.062328,24.918222,24.056744,23.95983
1.027,23.31448,24.21485,23.898867,23.634075
0.637,23.862928,23.790995,23.31454,23.206554
0.877,24.180779,24.14227,23.945202,23.48283
0.467,99,24.05164,22.86893,21.98327
1.237,24.246138,24.245876,24.275944,24.241318
0.687,23.985968,24.217728,23.358587,22.64695
0.977,23.66344,24.016144,23.470953,23.750418
0.947,24.965475,24.112442,23.417824,22.42997
0.237,99,24.047516,22.903215,22.704645
0.787,99,24.87496,23.45267,22.583567
1.377,24.0545,23.662523,23.601006,23.105307
0.627,24.33153,23.782543,22.42067,21.567019
0.857,23.331398,23.697998,23.355175,22.981642
1.357,24.558832,23.3548,23.9978,23.054241
0.167,23.200994,22.603462,22.323187,22.143154
0.967,24.096134,23.395145,22.735897,22.028917
0.527,24.03608,23.64791,22.595503,22.1492
0.907,23.712536,23.797573,23.590595,23.073769
0.937,25.569555,24.74633,23.592651,22.43668
0.667,25.166515,23.258707,21.701242,20.630754
0.517,23.440811,22.96896,21.993538,21.631752
0.957,99,23.99872,22.338856,21.466599
1.327,24.218632,24.169598,23.485579,23.835382
1.007,23.76518,23.890686,24.175482,23.751888
1.027,23.567162,22.835976,20.918882,20.129137
0.597,25.130774,23.616287,22.368975,21.79274
0.527,24.795954,24.449675,23.733616,23.902733
0.367,23.139526,22.964216,22.518791,22.58708
1.237,99,24.662062,24.138136,23.69674
0.977,99,25.0282,24.424002,24.772308
0.507,21.534197,21.31649,20.549618,20.403492
1.147,23.468208,23.084278,23.477005,22.815073
0.627,24.214075,24.256927,23.650667,24.032763
0.707,23.862442,24.967342,23.915834,23.492725
0.597,23.68545,22.81997,21.31962,20.667107
0.777,23.915813,23.921806,23.380577,23.167885
0.677,24.579035,23.445377,23.199686,22.898773
0.777,99,25.209702,23.987238,22.897907
0.987,24.001244,23.665524,23.287659,22.598143
0.687,99,24.339184,23.769976,22.744736
1.097,23.350048,23.969627,23.36935,23.26324
0.687,24.2409,23.392124,22.68833,21.991724
0.257,22.889668,22.973274,22.639027,23.038868
0.837,23.279587,23.413095,23.108229,22.413246
0.207,21.66996,20.51262,19.745897,19.480888
0.417,23.804245,23.525661,22.724775,22.574734
0.477,23.75791,23.12425,22.200384,21.942465
0.937,24.358856,23.924515,23.409515,22.458612
0.637,24.013199,24.116552,23.869307,23.241905
0.627,23.496279,23.280733,22.653017,22.131077
1.207,25.09062,24.062834,23.939983,22.987986
1.077,24.322073,24.284409,23.96193,24.189173
0.787,23.966036,23.642885,23.342247,22.70095
0.977,23.850988,24.43157,23.804258,23.638182
0.487,25.00254,24.173346,23.225964,23.130644
0.427,22.771534,22.866825,22.460178,22.533983
0.747,25.145475,24.63074,24.621433,23.224245
1.117,23.532427,23.685501,23.30401,23.39118
0.557,23.617504,23.443665,22.855923,22.679865
0.957,24.284885,24.353014,24.213264,23.28201
0.967,24.071985,23.754475,23.159632,22.59528
0.467,23.997343,23.992489,22.87915,22.917475
1.207,99,25.195309,24.312788,23.514677
1.117,23.597792,23.532825,23.093401,22.676073
0.627,25.211182,25.140724,24.203188,23.447014
0.617,24.728231,24.213554,23.516472,22.817957
0.507,99,24.636587,23.678694,23.206003
1.267,24.11283,23.425629,22.926981,22.37135
1.167,23.802505,23.724846,23.813232,23.337826
1.157,23.541283,23.376936,23.296736,23.154808
0.867,22.664167,22.101686,21.630995,20.651245
1.067,23.490894,23.316706,22.934944,22.362913
0.657,24.716295,24.894615,24.444414,23.755262
0.487,22.879732,23.145058,22.194572,21.817621
1.157,23.294014,22.930561,22.880655,22.977694
1.047,24.576946,24.317389,23.413725,23.442802
0.797,24.768919,24.562902,24.24701,23.180855
1.147,24.937437,24.158087,24.068413,24.117052
0.917,23.079823,22.97969,22.719679,21.980402
0.347,22.478884,22.068117,21.292213,21.267467
0.267,23.400492,22.297457,21.46653,21.247566
0.567,24.432108,23.709402,23.181837,22.80249
0.787,23.05641,22.738344,22.573732,22.01375
1.277,24.063108,23.967205,24.090376,24.182438
1.177,24.837492,24.150396,23.910858,23.690704
0.097,22.888033,21.396355,20.309906,19.960918
0.537,25.483646,25.481596,24.543669,24.954178
0.257,23.282532,22.709078,22.13483,21.89781
0.267,22.61878,22.281696,21.971071,21.760592
0.727,23.661608,23.832026,23.47747,23.196264
0.977,23.285204,23.319014,23.05812,22.842327
0.817,99,24.427841,22.877018,21.65645
0.877,23.006407,23.084166,23.061771,22.545874
0.627,23.925877,23.410843,23.09928,22.604795
0.917,23.633194,23.163418,22.573145,21.569422
0.567,99,23.727823,22.382313,21.446487
1.257,23.076164,23.386702,23.368994,23.387924
1.127,23.166868,23.21847,23.365906,23.060028
0.637,23.697468,23.907347,23.447277,23.262224
0.637,24.039845,23.957895,23.629286,23.547333
0.387,24.0334,23.56229,22.956612,22.81071
1.377,23.92344,23.78296,23.690556,24.290487
0.727,24.410168,24.731558,24.169039,23.53588
1.007,24.99839,24.090946,23.385193,22.165808
0.197,99,23.516445,23.945505,23.382961
0.507,25.32454,25.746624,24.019754,24.228998
0.807,24.397167,24.041388,23.578672,22.513556
1.247,24.3911,24.770508,24.182932,24.455545
1.397,24.552643,24.469332,24.256617,24.173412
0.707,23.047045,23.04712,22.21065,21.464252
0.757,24.229036,24.518188,24.108086,23.786041
0.247,99,24.303411,23.793951,23.492758
1.237,23.378674,23.59869,23.6173,23.572348
0.967,99,22.953829,21.267004,20.361172
1.377,23.233103,23.169361,23.073301,23.097109
0.857,24.01196,23.60938,23.170252,22.224552
0.617,25.17406,24.155102,23.568224,23.00694
1.297,24.361517,23.877316,24.1119,24.156443
0.487,99,24.996866,23.929598,24.028578
1.017,22.523375,22.616344,22.523762,22.192572
1.387,24.004984,24.354261,24.197266,23.950367
0.607,23.983898,23.513613,22.900587,22.40919
0.137,22.687918,22.307117,21.919518,21.984524
0.727,24.867275,25.055876,24.304964,23.291386
0.627,22.80021,22.978384,22.569738,22.413195
0.457,23.123222,22.248259,20.73764,20.106808
0.497,99,24.79384,23.39943,22.88601
0.277,23.218885,21.100348,19.57788,19.011189
1.217,24.919744,24.564293,24.297915,24.409607
1.217,24.164618,24.781857,23.841665,24.438961
1.017,23.356894,23.305569,23.212202,22.811752
0.717,23.327738,22.845964,22.498224,21.928595
1.097,25.338741,26.137644,24.603018,23.017946
0.827,24.77267,25.190432,24.04975,23.106758
1.147,99,25.55111,23.507832,22.211588
1.357,23.991016,23.762897,23.678026,23.246925
0.927,24.372282,23.90549,23.880909,22.61568
0.137,23.263824,23.060434,22.682022,22.850119
0.197,24.19336,22.262335,21.039099,20.564205
1.387,24.669456,24.090166,23.903618,23.633326
0.407,23.122456,23.117271,22.525297,22.47091
1.337,25.313965,25.01794,24.220821,24.688307
0.737,24.079727,23.629652,23.363825,22.727674
0.807,23.618675,23.219967,23.205336,22.682186
1.157,24.961685,24.05594,23.340181,22.500046
1.307,25.653399,24.44254,24.49785,24.716087
1.147,23.41663,23.471443,23.545708,23.159052
1.037,24.41802,24.431026,24.350735,24.16472
0.467,24.051832,23.456238,22.484367,22.07959
0.967,24.144375,24.845055,24.623251,23.638374
1.257,24.07143,24.269585,24.10031,23.62778
1.267,24.220922,23.89832,23.522934,23.793884
1.397,23.441507,23.655914,23.780516,23.972069
0.547,22.327389,22.113508,21.220186,20.839245
1.087,23.684805,23.496777,23.001356,22.430738
0.627,24.581253,24.792469,24.259014,23.73233
1.027,23.51444,22.782377,21.925442,20.822454
0.207,22.925962,22.330471,21.941523,21.748606
0.557,24.78438,25.068426,23.791842,23.85187
0.797,24.086372,24.35022,23.579441,22.496986
0.497,24.830824,24.613216,23.176708,22.67482
1.317,23.194763,23.32648,23.088303,22.872204
1.067,25.027287,24.155836,23.769903,23.256016
0.837,24.476128,24.3403,23.916553,23.534882
0.627,22.680029,22.98134,22.592335,22.382889
1.117,24.576355,24.90649,24.892935,24.131943
0.487,24.410477,23.152565,21.658455,21.024954
0.647,21.299673,21.312815,20.794634,20.579912
1.047,23.926474,23.779377,23.517313,23.379036
0.237,24.177774,23.177404,21.731468,21.233185
0.947,23.917217,23.711054,23.89392,23.00304
1.077,23.763393,23.79733,23.295216,23.10335
0.827,23.756691,23.738937,23.58497,23.00308
1.157,23.93402,24.009148,24.133402,23.509403
0.877,24.520273,23.911566,23.400425,22.359371
1.397,24.32907,24.891912,24.078238,24.192965
0.967,24.501022,24.569635,24.21807,23.909315
0.157,23.605913,23.411263,23.216137,23.170261
0.977,25.471804,25.115932,24.372023,24.123083
0.667,23.814304,23.982885,23.41974,23.36545
0.827,23.803833,24.140078,23.019299,22.143312
0.847,23.942722,23.66093,22.981335,21.948153
0.857,23.82512,23.873512,23.635754,23.057224
1.077,24.244423,24.566704,23.845001,23.629595
1.317,23.505249,23.526442,23.441217,23.672771
0.567,99,24.710966,24.304832,24.403913
0.617,24.016626,24.060331,23.854641,23.338293
0.257,23.829206,23.523998,23.229313,23.621033
0.717,24.556017,24.33874,23.99403,24.395235
0.967,24.787271,25.327677,24.268879,24.209053
